slide_width_pt,slide_height_pt,slide_index,shape_id,shape_name,shape_type,left_pt,top_pt,width_pt,height_pt,left_pct,top_pct,width_pct,height_pct,rotation_deg,fill_hex,fill_transparency,line_hex,line_weight_pt,line_transparency,zorder,rounded_radius_pct
960.0000,540.0000,1,127,Rectangle 126,AutoShape,580.0828,268.7937,15.3600,4.8000,0.6043,0.4978,0.0160,0.0089,95.071,#FFC000,0.000,#042433,1.500,0.000,120,
960.0000,540.0000,1,128,Rectangle 127,AutoShape,596.0173,271.0167,15.3600,4.8000,0.6209,0.5019,0.0160,0.0089,95.633,#FFC000,0.000,#042433,1.500,0.000,121,
960.0000,540.0000,1,129,Rectangle 128,AutoShape,609.9924,271.6109,15.3600,4.8000,0.6354,0.5030,0.0160,0.0089,95.633,#FFC000,0.000,#042433,1.500,0.000,122,
960.0000,540.0000,1,130,Rectangle 129,AutoShape,623.9598,273.7748,15.3600,4.8000,0.6500,0.5070,0.0160,0.0089,95.633,#FFC000,0.000,#042433,1.500,0.000,123,
960.0000,540.0000,1,131,Rectangle 130,AutoShape,641.0746,272.7908,15.3600,4.8000,0.6678,0.5052,0.0160,0.0089,90.000,#FFC000,0.000,#042433,1.500,0.000,124,
960.0000,540.0000,1,132,Rectangle 131,AutoShape,654.0294,271.8831,15.3600,4.8000,0.6813,0.5035,0.0160,0.0089,85.786,#FFC000,0.000,#042433,1.500,0.000,125,
960.0000,540.0000,1,133,Rectangle 132,AutoShape,573.8594,293.3882,15.3600,4.8000,0.5978,0.5433,0.0160,0.0089,95.351,#FFC000,0.000,#042433,1.500,0.000,126,
960.0000,540.0000,1,134,Rectangle 133,AutoShape,588.5161,296.0652,15.3600,4.8000,0.6130,0.5483,0.0160,0.0089,95.709,#FFC000,0.000,#042433,1.500,0.000,127,
960.0000,540.0000,1,135,Rectangle 134,AutoShape,602.0899,298.2509,15.3600,4.8000,0.6272,0.5523,0.0160,0.0089,95.709,#FFC000,0.000,#042433,1.500,0.000,128,
960.0000,540.0000,1,136,Rectangle 135,AutoShape,559.4988,290.3542,15.3600,4.8000,0.5828,0.5377,0.0160,0.0089,98.034,#FFC000,0.000,#042433,1.500,0.000,129,
960.0000,540.0000,1,137,Rectangle 136,AutoShape,616.1235,299.3146,15.3600,4.8000,0.6418,0.5543,0.0160,0.0089,97.448,#FFC000,0.000,#042433,1.500,0.000,130,
960.0000,540.0000,1,138,Rectangle 137,AutoShape,630.2210,298.4485,15.3600,4.8000,0.6565,0.5527,0.0160,0.0089,90.000,#FFC000,0.000,#042433,1.500,0.000,131,
960.0000,540.0000,1,139,Rectangle 138,AutoShape,645.8480,297.8892,15.3600,4.8000,0.6728,0.5516,0.0160,0.0089,90.000,#FFC000,0.000,#042433,1.500,0.000,132,
960.0000,540.0000,1,140,Rectangle 139,AutoShape,542.2794,318.0257,15.3600,7.3057,0.5649,0.5889,0.0160,0.0135,100.947,#FFC000,0.000,#042433,1.500,0.000,133,
960.0000,540.0000,1,141,Rectangle 140,AutoShape,554.4833,321.3268,15.3600,4.8000,0.5776,0.5950,0.0160,0.0089,99.908,#FFC000,0.000,#042433,1.500,0.000,134,
960.0000,540.0000,1,142,Rectangle 141,AutoShape,568.8439,324.3431,15.3600,4.8000,0.5925,0.6006,0.0160,0.0089,96.958,#FFC000,0.000,#042433,1.500,0.000,135,
960.0000,540.0000,1,143,Rectangle 142,AutoShape,583.0079,325.3754,15.3600,4.8000,0.6073,0.6025,0.0160,0.0089,99.908,#FFC000,0.000,#042433,1.500,0.000,136,
960.0000,540.0000,1,144,Rectangle 143,AutoShape,596.9751,327.1435,15.3600,4.8000,0.6218,0.6058,0.0160,0.0089,97.472,#FFC000,0.000,#042433,1.500,0.000,137,
960.0000,540.0000,1,145,Rectangle 144,AutoShape,612.1226,328.6602,15.3600,4.8000,0.6376,0.6086,0.0160,0.0089,95.156,#FFC000,0.000,#042433,1.500,0.000,138,
960.0000,540.0000,1,146,Rectangle 145,AutoShape,626.8767,329.2813,15.3600,4.8000,0.6530,0.6098,0.0160,0.0089,93.173,#FFC000,0.000,#042433,1.500,0.000,139,
960.0000,540.0000,1,147,Rectangle 146,AutoShape,640.4505,328.5180,15.3600,4.8000,0.6671,0.6084,0.0160,0.0089,90.000,#FFC000,0.000,#042433,1.500,0.000,140,
960.0000,540.0000,1,148,Rectangle 147,AutoShape,519.6427,350.8091,15.3600,4.8000,0.5413,0.6496,0.0160,0.0089,96.354,#FFC000,0.000,#042433,1.500,0.000,141,
960.0000,540.0000,1,149,Rectangle 148,AutoShape,531.5590,353.6155,15.3600,4.8000,0.5537,0.6548,0.0160,0.0089,96.354,#FFC000,0.000,#042433,1.500,0.000,142,
960.0000,540.0000,1,150,Rectangle 149,AutoShape,544.0361,355.1369,15.3600,4.8000,0.5667,0.6577,0.0160,0.0089,96.354,#FFC000,0.000,#042433,1.500,0.000,143,
960.0000,540.0000,1,151,Rectangle 150,AutoShape,554.6591,356.9074,15.3600,4.8000,0.5778,0.6609,0.0160,0.0089,96.354,#FFC000,0.000,#042433,1.500,0.000,144,
960.0000,540.0000,1,152,Rectangle 151,AutoShape,567.3475,358.3828,15.3600,4.8000,0.5910,0.6637,0.0160,0.0089,96.354,#FFC000,0.000,#042433,1.500,0.000,145,
960.0000,540.0000,1,153,Rectangle 152,AutoShape,579.7410,359.2680,15.3600,4.8000,0.6039,0.6653,0.0160,0.0089,96.692,#FFC000,0.000,#042433,1.500,0.000,146,
960.0000,540.0000,1,154,Rectangle 153,AutoShape,591.4459,361.5305,15.3600,4.8000,0.6161,0.6695,0.0160,0.0089,96.692,#FFC000,0.000,#042433,1.500,0.000,147,
960.0000,540.0000,1,155,Rectangle 154,AutoShape,602.9542,362.1205,15.3600,4.8000,0.6281,0.6706,0.0160,0.0089,94.715,#FFC000,0.000,#042433,1.500,0.000,148,
960.0000,540.0000,1,156,Rectangle 155,AutoShape,614.3638,362.6122,15.3600,4.8000,0.6400,0.6715,0.0160,0.0089,90.000,#FFC000,0.000,#042433,1.500,0.000,149,
960.0000,540.0000,1,157,Rectangle 156,AutoShape,625.4786,363.1040,15.3600,4.8000,0.6515,0.6724,0.0160,0.0089,90.000,#FFC000,0.000,#042433,1.500,0.000,150,
960.0000,540.0000,1,158,Rectangle 157,AutoShape,637.1835,362.4154,15.3600,4.8000,0.6637,0.6711,0.0160,0.0089,85.811,#FFC000,0.000,#042433,1.500,0.000,151,
960.0000,540.0000,1,159,Rectangle 158,AutoShape,648.8885,363.2024,15.3600,4.8000,0.6759,0.6726,0.0160,0.0089,83.778,#FFC000,0.000,#042433,1.500,0.000,152,
960.0000,540.0000,1,160,Rectangle 159,AutoShape,486.6996,366.1609,15.3600,4.8000,0.5070,0.6781,0.0160,0.0089,104.132,#FFC000,0.000,#042433,1.500,0.000,153,
960.0000,540.0000,1,161,Rectangle 160,AutoShape,499.0601,369.7786,15.3600,4.8000,0.5199,0.6848,0.0160,0.0089,98.791,#FFC000,0.000,#042433,1.500,0.000,154,
960.0000,540.0000,1,162,Rectangle 161,AutoShape,510.7478,372.6848,15.3600,4.8000,0.5320,0.6902,0.0160,0.0089,99.192,#FFC000,0.000,#042433,1.500,0.000,155,
960.0000,540.0000,1,163,Rectangle 162,AutoShape,522.7149,374.6519,15.3600,4.8000,0.5445,0.6938,0.0160,0.0089,97.100,#FFC000,0.000,#042433,1.500,0.000,156,
960.0000,540.0000,1,164,Rectangle 163,AutoShape,534.9816,376.3265,15.3600,4.8000,0.5573,0.6969,0.0160,0.0089,97.100,#FFC000,0.000,#042433,1.500,0.000,157,
960.0000,540.0000,1,165,Rectangle 164,AutoShape,547.2767,378.2937,15.3600,4.8000,0.5701,0.7005,0.0160,0.0089,97.100,#FFC000,0.000,#042433,1.500,0.000,158,
960.0000,540.0000,1,166,Rectangle 165,AutoShape,559.2766,379.6706,15.3600,4.8000,0.5826,0.7031,0.0160,0.0089,97.100,#FFC000,0.000,#042433,1.500,0.000,159,
960.0000,540.0000,1,167,Rectangle 166,AutoShape,571.5717,381.0478,15.3600,4.8000,0.5954,0.7056,0.0160,0.0089,95.331,#FFC000,0.000,#042433,1.500,0.000,160,
960.0000,540.0000,1,168,Rectangle 167,AutoShape,584.2601,382.8182,15.3600,4.8000,0.6086,0.7089,0.0160,0.0089,97.100,#FFC000,0.000,#042433,1.500,0.000,161,
960.0000,540.0000,1,169,Rectangle 168,AutoShape,596.2603,384.4903,15.3600,4.8000,0.6211,0.7120,0.0160,0.0089,93.893,#FFC000,0.000,#042433,1.500,0.000,162,
960.0000,540.0000,1,170,Rectangle 169,AutoShape,608.8505,386.1624,15.3600,4.8000,0.6342,0.7151,0.0160,0.0089,93.893,#FFC000,0.000,#042433,1.500,0.000,163,
960.0000,540.0000,1,171,Rectangle 170,AutoShape,620.2604,387.8346,15.3600,4.8000,0.6461,0.7182,0.0160,0.0089,90.000,#FFC000,0.000,#042433,1.500,0.000,164,
960.0000,540.0000,1,172,Rectangle 171,AutoShape,632.2604,386.8510,15.3600,4.8000,0.6586,0.7164,0.0160,0.0089,90.000,#FFC000,0.000,#042433,1.500,0.000,165,
960.0000,540.0000,1,173,Rectangle 172,AutoShape,643.9653,386.4575,15.3600,4.8000,0.6708,0.7157,0.0160,0.0089,85.860,#FFC000,0.000,#042433,1.500,0.000,166,
960.0000,540.0000,1,174,Rectangle 173,AutoShape,485.9382,395.8309,15.3600,4.8000,0.5062,0.7330,0.0160,0.0089,97.979,#FFC000,0.000,#042433,1.500,0.000,167,
960.0000,540.0000,1,175,Rectangle 174,AutoShape,498.2853,398.3078,15.3600,4.8000,0.5190,0.7376,0.0160,0.0089,97.979,#FFC000,0.000,#042433,1.500,0.000,168,
960.0000,540.0000,1,176,Rectangle 175,AutoShape,509.7625,399.9798,15.3600,4.8000,0.5310,0.7407,0.0160,0.0089,95.901,#FFC000,0.000,#042433,1.500,0.000,169,
960.0000,540.0000,1,177,Rectangle 176,AutoShape,521.2568,401.9470,15.3600,4.8000,0.5430,0.7443,0.0160,0.0089,95.901,#FFC000,0.000,#042433,1.500,0.000,170,
960.0000,540.0000,1,178,Rectangle 177,AutoShape,533.5326,403.6190,15.3600,4.8000,0.5558,0.7474,0.0160,0.0089,96.183,#FFC000,0.000,#042433,1.500,0.000,171,
960.0000,540.0000,1,179,Rectangle 178,AutoShape,546.1227,405.2911,15.3600,4.8000,0.5689,0.7505,0.0160,0.0089,96.654,#FFC000,0.000,#042433,1.500,0.000,172,
960.0000,540.0000,1,180,Rectangle 179,AutoShape,559.3031,407.5535,15.3600,4.8000,0.5826,0.7547,0.0160,0.0089,96.936,#FFC000,0.000,#042433,1.500,0.000,173,
960.0000,540.0000,1,181,Rectangle 180,AutoShape,571.5982,409.8158,15.3600,4.8000,0.5954,0.7589,0.0160,0.0089,96.936,#FFC000,0.000,#042433,1.500,0.000,174,
960.0000,540.0000,1,182,Rectangle 181,AutoShape,583.8933,412.0781,15.3600,4.8000,0.6082,0.7631,0.0160,0.0089,96.936,#FFC000,0.000,#042433,1.500,0.000,175,
960.0000,540.0000,1,183,Rectangle 182,AutoShape,596.1884,413.7502,15.3600,4.8000,0.6210,0.7662,0.0160,0.0089,96.936,#FFC000,0.000,#042433,1.500,0.000,176,
960.0000,540.0000,1,184,Rectangle 183,AutoShape,608.4835,415.1273,15.3600,4.8000,0.6338,0.7688,0.0160,0.0089,94.813,#FFC000,0.000,#042433,1.500,0.000,177,
960.0000,540.0000,1,185,Rectangle 184,AutoShape,622.5491,415.9142,15.3600,4.8000,0.6485,0.7702,0.0160,0.0089,90.000,#FFC000,0.000,#042433,1.500,0.000,178,
960.0000,540.0000,1,186,Rectangle 185,AutoShape,634.2540,416.1112,15.3600,4.8000,0.6607,0.7706,0.0160,0.0089,90.000,#FFC000,0.000,#042433,1.500,0.000,179,
960.0000,540.0000,1,187,Rectangle 186,AutoShape,648.0246,414.8324,15.3600,4.8000,0.6750,0.7682,0.0160,0.0089,84.258,#FFC000,0.000,#042433,1.500,0.000,180,
960.0000,540.0000,1,188,Rectangle 187,AutoShape,477.1718,425.8486,15.3600,4.8000,0.4971,0.7886,0.0160,0.0089,100.483,#FFC000,0.000,#042433,1.500,0.000,181,
960.0000,540.0000,1,189,Rectangle 188,AutoShape,488.9348,428.4058,15.3600,4.8000,0.5093,0.7933,0.0160,0.0089,98.926,#FFC000,0.000,#042433,1.500,0.000,182,
960.0000,540.0000,1,190,Rectangle 189,AutoShape,501.7281,430.3730,15.3600,4.8000,0.5226,0.7970,0.0160,0.0089,98.263,#FFC000,0.000,#042433,1.500,0.000,183,
960.0000,540.0000,1,191,Rectangle 190,AutoShape,513.9575,431.8485,15.3600,4.8000,0.5354,0.7997,0.0160,0.0089,98.673,#FFC000,0.000,#042433,1.500,0.000,184,
960.0000,540.0000,1,192,Rectangle 191,AutoShape,526.5543,433.8028,15.3600,4.8000,0.5485,0.8033,0.0160,0.0089,98.673,#FFC000,0.000,#042433,1.500,0.000,185,
960.0000,540.0000,1,193,Rectangle 192,AutoShape,538.9028,435.1798,15.3600,4.8000,0.5614,0.8059,0.0160,0.0089,98.673,#FFC000,0.000,#042433,1.500,0.000,186,
960.0000,540.0000,1,194,Rectangle 193,AutoShape,551.5379,436.9504,15.3600,4.8000,0.5745,0.8092,0.0160,0.0089,98.673,#FFC000,0.000,#042433,1.500,0.000,187,
960.0000,540.0000,1,195,Rectangle 194,AutoShape,563.5379,439.2126,15.3600,4.8000,0.5870,0.8134,0.0160,0.0089,98.673,#FFC000,0.000,#042433,1.500,0.000,188,
960.0000,540.0000,1,196,Rectangle 195,AutoShape,576.1281,440.2945,15.3600,4.8000,0.6001,0.8154,0.0160,0.0089,98.673,#FFC000,0.000,#042433,1.500,0.000,189,
960.0000,540.0000,1,197,Rectangle 196,AutoShape,588.4232,442.2617,15.3600,4.8000,0.6129,0.8190,0.0160,0.0089,98.673,#FFC000,0.000,#042433,1.500,0.000,190,
960.0000,540.0000,1,198,Rectangle 197,AutoShape,601.0133,444.2290,15.3600,4.8000,0.6261,0.8226,0.0160,0.0089,94.291,#FFC000,0.000,#042433,1.500,0.000,191,
960.0000,540.0000,1,199,Rectangle 198,AutoShape,614.1937,445.6060,15.3600,4.8000,0.6398,0.8252,0.0160,0.0089,90.000,#FFC000,0.000,#042433,1.500,0.000,192,
960.0000,540.0000,1,200,Rectangle 199,AutoShape,416.4471,387.7312,15.3600,4.8000,0.4338,0.7180,0.0160,0.0089,23.336,#FF7E79,0.000,#042433,1.500,0.000,193,
960.0000,540.0000,1,201,Rectangle 200,AutoShape,411.0436,399.6930,15.3600,4.8000,0.4282,0.7402,0.0160,0.0089,23.336,#FF7E79,0.000,#042433,1.500,0.000,194,
960.0000,540.0000,1,202,Rectangle 201,AutoShape,405.2767,411.9237,15.3600,4.8000,0.4222,0.7628,0.0160,0.0089,23.336,#FF7E79,0.000,#042433,1.500,0.000,195,
960.0000,540.0000,1,203,Rectangle 202,AutoShape,400.5565,422.7034,15.3600,4.8000,0.4172,0.7828,0.0160,0.0089,23.336,#FF7E79,0.000,#042433,1.500,0.000,196,
960.0000,540.0000,1,204,Rectangle 203,AutoShape,395.5424,434.0932,15.3600,4.8000,0.4120,0.8039,0.0160,0.0089,23.336,#FF7E79,0.000,#042433,1.500,0.000,197,
960.0000,540.0000,1,205,Rectangle 204,AutoShape,424.3906,371.8375,15.3600,4.8000,0.4421,0.6886,0.0160,0.0089,23.336,#FF7E79,0.000,#042433,1.500,0.000,198,
960.0000,540.0000,1,206,Rectangle 205,AutoShape,431.2040,356.2861,15.3600,4.8000,0.4492,0.6598,0.0160,0.0089,23.336,#FF7E79,0.000,#042433,1.500,0.000,199,
960.0000,540.0000,1,207,Rectangle 206,AutoShape,397.7565,356.4609,15.3600,4.8000,0.4143,0.6601,0.0160,0.0089,25.097,#FF7E79,0.000,#042433,1.500,0.000,200,
960.0000,540.0000,1,208,Rectangle 207,AutoShape,391.0568,369.5730,15.3600,4.8000,0.4074,0.6844,0.0160,0.0089,25.097,#FF7E79,0.000,#042433,1.500,0.000,201,
960.0000,540.0000,1,209,Rectangle 208,AutoShape,384.9401,381.9185,15.3600,4.8000,0.4010,0.7073,0.0160,0.0089,25.097,#FF7E79,0.000,#042433,1.500,0.000,202,
960.0000,540.0000,1,210,Rectangle 209,AutoShape,379.6561,395.3609,15.3600,4.8000,0.3955,0.7321,0.0160,0.0089,25.097,#FF7E79,0.000,#042433,1.500,0.000,203,
960.0000,540.0000,1,211,Rectangle 210,AutoShape,374.9300,406.6817,15.3600,4.8000,0.3906,0.7531,0.0160,0.0089,25.097,#FF7E79,0.000,#042433,1.500,0.000,204,
960.0000,540.0000,1,212,Rectangle 211,AutoShape,369.0126,418.6780,15.3600,4.8000,0.3844,0.7753,0.0160,0.0089,25.097,#FF7E79,0.000,#042433,1.500,0.000,205,
960.0000,540.0000,1,213,Rectangle 212,AutoShape,363.2905,430.1302,15.3600,4.8000,0.3784,0.7965,0.0160,0.0089,25.097,#FF7E79,0.000,#042433,1.500,0.000,206,
960.0000,540.0000,1,214,Rectangle 213,AutoShape,406.5804,338.7847,15.3600,4.8000,0.4235,0.6274,0.0160,0.0089,20.866,#FF7E79,0.000,#042433,1.500,0.000,207,
960.0000,540.0000,1,215,Rectangle 214,AutoShape,455.9396,373.6320,15.3600,4.8000,0.4749,0.6919,0.0160,0.0089,22.698,#FF7E79,0.000,#042433,1.500,0.000,208,
960.0000,540.0000,1,216,Rectangle 215,AutoShape,370.7150,350.3568,15.3600,4.8000,0.3862,0.6488,0.0160,0.0089,25.097,#FF7E79,0.000,#042433,1.500,0.000,209,
960.0000,540.0000,1,217,Rectangle 216,AutoShape,365.0717,361.3909,15.3600,4.8000,0.3803,0.6692,0.0160,0.0089,25.097,#FF7E79,0.000,#042433,1.500,0.000,210,
960.0000,540.0000,1,218,Rectangle 217,AutoShape,359.3691,374.0673,15.3600,4.8000,0.3743,0.6927,0.0160,0.0089,25.097,#FF7E79,0.000,#042433,1.500,0.000,211,
960.0000,540.0000,1,219,Rectangle 218,AutoShape,352.3475,388.5080,15.3600,4.8000,0.3670,0.7195,0.0160,0.0089,25.097,#FF7E79,0.000,#042433,1.500,0.000,212,
960.0000,540.0000,1,220,Rectangle 219,AutoShape,347.0890,398.9827,15.3600,4.8000,0.3616,0.7389,0.0160,0.0089,25.097,#FF7E79,0.000,#042433,1.500,0.000,213,
960.0000,540.0000,1,221,Rectangle 220,AutoShape,341.5811,409.4572,15.3600,4.8000,0.3558,0.7583,0.0160,0.0089,25.097,#FF7E79,0.000,#042433,1.500,0.000,214,
960.0000,540.0000,1,222,Rectangle 221,AutoShape,379.2705,329.1880,15.3600,7.6276,0.3951,0.6096,0.0160,0.0141,25.097,#FF7E79,0.000,#042433,1.500,0.000,215,
960.0000,540.0000,1,223,Rectangle 222,AutoShape,335.2715,420.8151,15.3600,7.6276,0.3492,0.7793,0.0160,0.0141,25.097,#FF7E79,0.000,#042433,1.500,0.000,216,
960.0000,540.0000,1,224,Rectangle 223,AutoShape,301.8139,416.3405,15.3600,7.6276,0.3144,0.7710,0.0160,0.0141,38.141,#FF7E79,0.000,#042433,1.500,0.000,217,
960.0000,540.0000,1,225,Rectangle 224,AutoShape,265.6104,409.4252,15.3600,7.6276,0.2767,0.7582,0.0160,0.0141,44.489,#FF7E79,0.000,#042433,1.500,0.000,218,
960.0000,540.0000,1,226,Rectangle 225,AutoShape,317.9832,314.7935,15.3600,7.6276,0.3312,0.5830,0.0160,0.0141,11.534,#FF7E79,0.000,#042433,1.500,0.000,219,
960.0000,540.0000,1,227,Rectangle 226,AutoShape,344.4543,326.6676,15.3600,7.6276,0.3588,0.6049,0.0160,0.0141,11.534,#FF7E79,0.000,#042433,1.500,0.000,220,
960.0000,540.0000,1,228,Rectangle 227,AutoShape,320.0380,394.5082,15.3600,4.8000,0.3334,0.7306,0.0160,0.0089,31.908,#FF7E79,0.000,#042433,1.500,0.000,221,
960.0000,540.0000,1,229,Rectangle 228,AutoShape,327.1565,382.4066,15.3600,4.8000,0.3408,0.7082,0.0160,0.0089,25.337,#FF7E79,0.000,#042433,1.500,0.000,222,
960.0000,540.0000,1,230,Rectangle 229,AutoShape,331.8700,369.0847,15.3600,4.8000,0.3457,0.6835,0.0160,0.0089,22.811,#FF7E79,0.000,#042433,1.500,0.000,223,
960.0000,540.0000,1,231,Rectangle 230,AutoShape,336.4445,356.6779,15.3600,4.8000,0.3505,0.6605,0.0160,0.0089,18.712,#FF7E79,0.000,#042433,1.500,0.000,224,
960.0000,540.0000,1,232,Rectangle 231,AutoShape,341.8940,344.0189,15.3600,4.8000,0.3561,0.6371,0.0160,0.0089,11.060,#FF7E79,0.000,#042433,1.500,0.000,225,
960.0000,540.0000,1,233,Rectangle 232,AutoShape,295.9698,372.3391,15.3600,4.8000,0.3083,0.6895,0.0160,0.0089,33.179,#FF7E79,0.000,#042433,1.500,0.000,226,
960.0000,540.0000,1,234,Rectangle 233,AutoShape,282.3425,392.8815,15.3600,4.8000,0.2941,0.7276,0.0160,0.0089,37.984,#FF7E79,0.000,#042433,1.500,0.000,227,
960.0000,540.0000,1,235,Rectangle 234,AutoShape,289.7661,382.9153,15.3600,4.8000,0.3018,0.7091,0.0160,0.0089,33.255,#FF7E79,0.000,#042433,1.500,0.000,228,
960.0000,540.0000,1,236,Rectangle 235,AutoShape,313.8680,329.5757,15.3600,4.8000,0.3269,0.6103,0.0160,0.0089,16.323,#FF7E79,0.000,#042433,1.500,0.000,229,
960.0000,540.0000,1,237,Rectangle 236,AutoShape,311.2240,340.7485,15.3600,4.8000,0.3242,0.6310,0.0160,0.0089,16.323,#FF7E79,0.000,#042433,1.500,0.000,230,
960.0000,540.0000,1,238,Rectangle 237,AutoShape,302.4782,363.7316,15.3600,4.8000,0.3151,0.6736,0.0160,0.0089,28.605,#FF7E79,0.000,#042433,1.500,0.000,231,
960.0000,540.0000,1,239,Rectangle 238,AutoShape,306.2408,352.8249,15.3600,4.8000,0.3190,0.6534,0.0160,0.0089,19.800,#FF7E79,0.000,#042433,1.500,0.000,232,
960.0000,540.0000,1,240,Rectangle 239,AutoShape,273.2918,401.2206,15.3600,4.8000,0.2847,0.7430,0.0160,0.0089,44.429,#FF7E79,0.000,#042433,1.500,0.000,233,
960.0000,540.0000,1,241,Rectangle 240,AutoShape,448.7782,389.2599,15.3600,4.8000,0.4675,0.7209,0.0160,0.0089,22.698,#FF7E79,0.000,#042433,1.500,0.000,234,
960.0000,540.0000,1,242,Rectangle 241,AutoShape,441.5330,404.2420,15.3600,4.8000,0.4599,0.7486,0.0160,0.0089,22.698,#FF7E79,0.000,#042433,1.500,0.000,235,
960.0000,540.0000,1,243,Rectangle 242,AutoShape,436.1332,415.7146,15.3600,4.8000,0.4543,0.7698,0.0160,0.0089,22.698,#FF7E79,0.000,#042433,1.500,0.000,236,
960.0000,540.0000,1,244,Rectangle 243,AutoShape,428.9519,428.6300,15.3600,4.8000,0.4468,0.7938,0.0160,0.0089,22.498,#FF7E79,0.000,#042433,1.500,0.000,237,
960.0000,540.0000,1,245,Rectangle 244,AutoShape,424.4465,438.4944,15.3600,4.8000,0.4421,0.8120,0.0160,0.0089,26.156,#FF7E79,0.000,#042433,1.500,0.000,238,
